2022-02-21 22:56:46 startup archives install
2024-12-18 00:22:45 configure binutils-common:amd64 2.34-6ubuntu1.9 <none>
2024-12-18 00:22:45 status unpacked binutils-common:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:45 status half-configured binutils-common:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:45 status installed binutils-common:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:45 configure libctf-nobfd0:amd64 2.34-6ubuntu1.9 <none>
2024-12-18 00:22:45 status unpacked libctf-nobfd0:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:45 status half-configured libctf-nobfd0:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:45 status installed libctf-nobfd0:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:45 configure python3-yaml:amd64 5.3.1-1ubuntu0.1 <none>
2024-12-18 00:22:45 status unpacked python3-yaml:amd64 5.3.1-1ubuntu0.1
2024-12-18 00:22:45 status half-configured python3-yaml:amd64 5.3.1-1ubuntu0.1
2024-12-18 00:22:46 status installed python3-yaml:amd64 5.3.1-1ubuntu0.1
2024-12-18 00:22:46 configure libobjc4:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:46 status unpacked libobjc4:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:46 status half-configured libobjc4:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:46 status installed libobjc4:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:46 configure libffi-dev:amd64 3.3-4 <none>
2024-12-18 00:22:46 status unpacked libffi-dev:amd64 3.3-4
2024-12-18 00:22:46 status half-configured libffi-dev:amd64 3.3-4
2024-12-18 00:22:46 status installed libffi-dev:amd64 3.3-4
2024-12-18 00:22:46 configure libllvm10:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:46 status unpacked libllvm10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:46 status half-configured libllvm10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:46 status installed libllvm10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:46 configure python3-pygments:all 2.3.1+dfsg-1ubuntu2.2 <none>
2024-12-18 00:22:46 status unpacked python3-pygments:all 2.3.1+dfsg-1ubuntu2.2
2024-12-18 00:22:46 status half-configured python3-pygments:all 2.3.1+dfsg-1ubuntu2.2
2024-12-18 00:22:46 status installed python3-pygments:all 2.3.1+dfsg-1ubuntu2.2
2024-12-18 00:22:47 configure libz3-4:amd64 4.8.7-4build1 <none>
2024-12-18 00:22:47 status unpacked libz3-4:amd64 4.8.7-4build1
2024-12-18 00:22:47 status half-configured libz3-4:amd64 4.8.7-4build1
2024-12-18 00:22:47 status installed libz3-4:amd64 4.8.7-4build1
2024-12-18 00:22:47 configure libpfm4:amd64 4.10.1+git20-g7700f49-2 <none>
2024-12-18 00:22:47 status unpacked libpfm4:amd64 4.10.1+git20-g7700f49-2
2024-12-18 00:22:47 status half-configured libpfm4:amd64 4.10.1+git20-g7700f49-2
2024-12-18 00:22:47 status installed libpfm4:amd64 4.10.1+git20-g7700f49-2
2024-12-18 00:22:47 configure libclang1-10:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:47 status unpacked libclang1-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:47 status half-configured libclang1-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:47 status installed libclang1-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:47 configure libquadmath0:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:47 status unpacked libquadmath0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status half-configured libquadmath0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status installed libquadmath0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 configure libatomic1:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:47 status unpacked libatomic1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status half-configured libatomic1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status installed libatomic1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 configure binfmt-support:amd64 2.2.0-2 <none>
2024-12-18 00:22:47 status unpacked binfmt-support:amd64 2.2.0-2
2024-12-18 00:22:47 status half-configured binfmt-support:amd64 2.2.0-2
2024-12-18 00:22:47 status installed binfmt-support:amd64 2.2.0-2
2024-12-18 00:22:47 configure libubsan1:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:47 status unpacked libubsan1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status half-configured libubsan1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status installed libubsan1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 configure libomp5-10:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:47 status unpacked libomp5-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:47 status half-configured libomp5-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:47 status installed libomp5-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:47 configure libc6-i386:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 00:22:47 status unpacked libc6-i386:amd64 2.31-0ubuntu9.16
2024-12-18 00:22:47 status half-configured libc6-i386:amd64 2.31-0ubuntu9.16
2024-12-18 00:22:47 status installed libc6-i386:amd64 2.31-0ubuntu9.16
2024-12-18 00:22:47 configure libbinutils:amd64 2.34-6ubuntu1.9 <none>
2024-12-18 00:22:47 status unpacked libbinutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:47 status half-configured libbinutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:47 status installed libbinutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:47 configure liblsan0:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:47 status unpacked liblsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status half-configured liblsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status installed liblsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 configure libitm1:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:47 status unpacked libitm1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:47 status half-configured libitm1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status installed libitm1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 configure gcc-9-base:amd64 9.4.0-1ubuntu1~20.04.2 <none>
2024-12-18 00:22:48 status unpacked gcc-9-base:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:48 status half-configured gcc-9-base:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:48 status installed gcc-9-base:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:48 configure libtsan0:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:48 status unpacked libtsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status half-configured libtsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status installed libtsan0:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 configure libctf0:amd64 2.34-6ubuntu1.9 <none>
2024-12-18 00:22:48 status unpacked libctf0:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 status half-configured libctf0:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 status installed libctf0:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 configure libtinfo-dev:amd64 6.2-0ubuntu2.1 <none>
2024-12-18 00:22:48 status unpacked libtinfo-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:48 status half-configured libtinfo-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:48 status installed libtinfo-dev:amd64 6.2-0ubuntu2.1
2024-12-18 00:22:48 configure libz3-dev:amd64 4.8.7-4build1 <none>
2024-12-18 00:22:48 status unpacked libz3-dev:amd64 4.8.7-4build1
2024-12-18 00:22:48 status half-configured libz3-dev:amd64 4.8.7-4build1
2024-12-18 00:22:48 status installed libz3-dev:amd64 4.8.7-4build1
2024-12-18 00:22:48 configure llvm-10-tools:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:48 status unpacked llvm-10-tools:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status half-configured llvm-10-tools:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status installed llvm-10-tools:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 configure libomp-10-dev:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:48 status unpacked libomp-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status half-configured libomp-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status installed libomp-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 configure libclang-cpp10:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:48 status unpacked libclang-cpp10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status half-configured libclang-cpp10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status installed libclang-cpp10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 configure llvm-10-runtime:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:48 status unpacked llvm-10-runtime:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status half-configured llvm-10-runtime:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status installed llvm-10-runtime:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 configure libasan5:amd64 9.4.0-1ubuntu1~20.04.2 <none>
2024-12-18 00:22:48 status unpacked libasan5:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:48 status half-configured libasan5:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:48 status installed libasan5:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:48 configure lib32gcc-s1:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:48 status unpacked lib32gcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status half-configured lib32gcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status installed lib32gcc-s1:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 configure lib32stdc++6:amd64 10.5.0-1ubuntu1~20.04 <none>
2024-12-18 00:22:48 status unpacked lib32stdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status half-configured lib32stdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 status installed lib32stdc++6:amd64 10.5.0-1ubuntu1~20.04
2024-12-18 00:22:48 configure binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.9 <none>
2024-12-18 00:22:48 status unpacked binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 status half-configured binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 status installed binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 configure libclang-common-10-dev:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:48 status unpacked libclang-common-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status half-configured libclang-common-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status installed libclang-common-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 configure llvm-10:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:48 status unpacked llvm-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status half-configured llvm-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 status installed llvm-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:48 configure binutils:amd64 2.34-6ubuntu1.9 <none>
2024-12-18 00:22:48 status unpacked binutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 status half-configured binutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:48 status installed binutils:amd64 2.34-6ubuntu1.9
2024-12-18 00:22:49 configure libgcc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2 <none>
2024-12-18 00:22:49 status unpacked libgcc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 status half-configured libgcc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 status installed libgcc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 configure llvm-10-dev:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:49 status unpacked llvm-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:49 status half-configured llvm-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:49 status installed llvm-10-dev:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:49 configure libobjc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2 <none>
2024-12-18 00:22:49 status unpacked libobjc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 status half-configured libobjc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 status installed libobjc-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 configure libstdc++-9-dev:amd64 9.4.0-1ubuntu1~20.04.2 <none>
2024-12-18 00:22:49 status unpacked libstdc++-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 status half-configured libstdc++-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 status installed libstdc++-9-dev:amd64 9.4.0-1ubuntu1~20.04.2
2024-12-18 00:22:49 configure clang-10:amd64 1:10.0.0-4ubuntu1 <none>
2024-12-18 00:22:49 status unpacked clang-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:49 status half-configured clang-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:49 status installed clang-10:amd64 1:10.0.0-4ubuntu1
2024-12-18 00:22:49 configure clang:amd64 1:10.0-50~exp1 <none>
2024-12-18 00:22:49 status unpacked clang:amd64 1:10.0-50~exp1
2024-12-18 00:22:49 status half-configured clang:amd64 1:10.0-50~exp1
2024-12-18 00:22:49 status installed clang:amd64 1:10.0-50~exp1
2024-12-18 00:22:49 trigproc systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-18 00:22:49 status half-configured systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:22:49 status installed systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:22:49 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 00:22:49 status half-configured man-db:amd64 2.9.1-1
2024-12-18 00:22:49 status installed man-db:amd64 2.9.1-1
2024-12-18 00:22:49 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 00:22:49 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:22:49 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:32:11 startup archives unpack
2024-12-18 00:32:18 install libhiredis0.14:amd64 <none> 0.14.0-6
2024-12-18 00:32:18 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:32:18 status half-installed libhiredis0.14:amd64 0.14.0-6
2024-12-18 00:32:18 status unpacked libhiredis0.14:amd64 0.14.0-6
2024-12-18 00:32:18 install libjemalloc2:amd64 <none> 5.2.1-1ubuntu1
2024-12-18 00:32:18 status half-installed libjemalloc2:amd64 5.2.1-1ubuntu1
2024-12-18 00:32:18 status unpacked libjemalloc2:amd64 5.2.1-1ubuntu1
2024-12-18 00:32:18 install liblua5.1-0:amd64 <none> 5.1.5-8.1build4
2024-12-18 00:32:18 status half-installed liblua5.1-0:amd64 5.1.5-8.1build4
2024-12-18 00:32:18 status unpacked liblua5.1-0:amd64 5.1.5-8.1build4
2024-12-18 00:32:18 install lua-bitop:amd64 <none> 1.0.2-5
2024-12-18 00:32:18 status half-installed lua-bitop:amd64 1.0.2-5
2024-12-18 00:32:19 status unpacked lua-bitop:amd64 1.0.2-5
2024-12-18 00:32:19 install lua-cjson:amd64 <none> 2.1.0+dfsg-2.1
2024-12-18 00:32:19 status half-installed lua-cjson:amd64 2.1.0+dfsg-2.1
2024-12-18 00:32:19 status unpacked lua-cjson:amd64 2.1.0+dfsg-2.1
2024-12-18 00:32:19 install redis-tools:amd64 <none> 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status half-installed redis-tools:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 00:32:19 status unpacked redis-tools:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 install redis-server:amd64 <none> 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status half-installed redis-server:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status triggers-pending systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:32:19 status unpacked redis-server:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 install redis:all <none> 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status half-installed redis:all 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status unpacked redis:all 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 startup packages configure
2024-12-18 00:32:19 configure libjemalloc2:amd64 5.2.1-1ubuntu1 <none>
2024-12-18 00:32:19 status unpacked libjemalloc2:amd64 5.2.1-1ubuntu1
2024-12-18 00:32:19 status half-configured libjemalloc2:amd64 5.2.1-1ubuntu1
2024-12-18 00:32:19 status installed libjemalloc2:amd64 5.2.1-1ubuntu1
2024-12-18 00:32:19 configure lua-cjson:amd64 2.1.0+dfsg-2.1 <none>
2024-12-18 00:32:19 status unpacked lua-cjson:amd64 2.1.0+dfsg-2.1
2024-12-18 00:32:19 status half-configured lua-cjson:amd64 2.1.0+dfsg-2.1
2024-12-18 00:32:19 status installed lua-cjson:amd64 2.1.0+dfsg-2.1
2024-12-18 00:32:19 configure lua-bitop:amd64 1.0.2-5 <none>
2024-12-18 00:32:19 status unpacked lua-bitop:amd64 1.0.2-5
2024-12-18 00:32:19 status half-configured lua-bitop:amd64 1.0.2-5
2024-12-18 00:32:19 status installed lua-bitop:amd64 1.0.2-5
2024-12-18 00:32:19 configure liblua5.1-0:amd64 5.1.5-8.1build4 <none>
2024-12-18 00:32:19 status unpacked liblua5.1-0:amd64 5.1.5-8.1build4
2024-12-18 00:32:19 status half-configured liblua5.1-0:amd64 5.1.5-8.1build4
2024-12-18 00:32:19 status installed liblua5.1-0:amd64 5.1.5-8.1build4
2024-12-18 00:32:19 configure libhiredis0.14:amd64 0.14.0-6 <none>
2024-12-18 00:32:19 status unpacked libhiredis0.14:amd64 0.14.0-6
2024-12-18 00:32:19 status half-configured libhiredis0.14:amd64 0.14.0-6
2024-12-18 00:32:19 status installed libhiredis0.14:amd64 0.14.0-6
2024-12-18 00:32:19 configure redis-tools:amd64 5:5.0.7-2ubuntu0.1 <none>
2024-12-18 00:32:19 status unpacked redis-tools:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:19 status half-configured redis-tools:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 status installed redis-tools:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 configure redis-server:amd64 5:5.0.7-2ubuntu0.1 <none>
2024-12-18 00:32:20 status unpacked redis-server:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 status half-configured redis-server:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 status installed redis-server:amd64 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 configure redis:all 5:5.0.7-2ubuntu0.1 <none>
2024-12-18 00:32:20 status unpacked redis:all 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 status half-configured redis:all 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 status installed redis:all 5:5.0.7-2ubuntu0.1
2024-12-18 00:32:20 trigproc systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-18 00:32:20 status half-configured systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:32:20 status installed systemd:amd64 245.4-4ubuntu3.24
2024-12-18 00:32:20 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 00:32:20 status half-configured man-db:amd64 2.9.1-1
2024-12-18 00:32:20 status installed man-db:amd64 2.9.1-1
2024-12-18 00:32:20 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 00:32:20 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 00:32:20 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 01:18:52 startup archives unpack
2024-12-18 01:18:52 install libcurl4:amd64 <none> 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 01:18:52 status half-installed libcurl4:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 install curl:amd64 <none> 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status half-installed curl:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 01:18:52 status unpacked curl:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 startup packages configure
2024-12-18 01:18:52 configure libcurl4:amd64 7.68.0-1ubuntu2.25 <none>
2024-12-18 01:18:52 status unpacked libcurl4:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status half-configured libcurl4:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status installed libcurl4:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 configure curl:amd64 7.68.0-1ubuntu2.25 <none>
2024-12-18 01:18:52 status unpacked curl:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status half-configured curl:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 status installed curl:amd64 7.68.0-1ubuntu2.25
2024-12-18 01:18:52 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 01:18:52 status half-configured man-db:amd64 2.9.1-1
2024-12-18 01:18:52 status installed man-db:amd64 2.9.1-1
2024-12-18 01:18:52 trigproc libc-bin:amd64 2.31-0ubuntu9.16 <none>
2024-12-18 01:18:52 status half-configured libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 01:18:53 status installed libc-bin:amd64 2.31-0ubuntu9.16
2024-12-18 01:19:00 startup archives install
2024-12-18 01:19:00 install cloudflared:amd64 <none> 2024.12.1
2024-12-18 01:19:00 status half-installed cloudflared:amd64 2024.12.1
2024-12-18 01:19:01 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 01:19:01 status unpacked cloudflared:amd64 2024.12.1
2024-12-18 01:19:01 configure cloudflared:amd64 2024.12.1 2024.12.1
2024-12-18 01:19:01 status half-configured cloudflared:amd64 2024.12.1
2024-12-18 01:19:01 status installed cloudflared:amd64 2024.12.1
2024-12-18 01:19:01 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 01:19:01 status half-configured man-db:amd64 2.9.1-1
2024-12-18 01:19:01 status installed man-db:amd64 2.9.1-1
2024-12-18 03:46:45 startup archives unpack
2024-12-18 03:46:45 install supervisor:all <none> 4.1.0-1ubuntu1
2024-12-18 03:46:45 status half-installed supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:46:45 status triggers-pending systemd:amd64 245.4-4ubuntu3.24
2024-12-18 03:46:45 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 03:46:45 status unpacked supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:46:45 startup packages configure
2024-12-18 03:46:45 configure supervisor:all 4.1.0-1ubuntu1 <none>
2024-12-18 03:46:45 status unpacked supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:46:45 status half-configured supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:46:46 status installed supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:46:46 trigproc man-db:amd64 2.9.1-1 <none>
2024-12-18 03:46:46 status half-configured man-db:amd64 2.9.1-1
2024-12-18 03:46:46 status installed man-db:amd64 2.9.1-1
2024-12-18 03:46:46 trigproc systemd:amd64 245.4-4ubuntu3.24 <none>
2024-12-18 03:46:46 status half-configured systemd:amd64 245.4-4ubuntu3.24
2024-12-18 03:46:46 status installed systemd:amd64 245.4-4ubuntu3.24
2024-12-18 03:58:00 startup archives unpack
2024-12-18 03:58:00 upgrade supervisor:all 4.1.0-1ubuntu1 4.1.0-1ubuntu1
2024-12-18 03:58:00 status half-configured supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:58:01 status unpacked supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:58:01 status half-installed supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:58:01 status triggers-pending systemd:amd64 245.4-4ubuntu3.24
2024-12-18 03:58:01 status triggers-pending man-db:amd64 2.9.1-1
2024-12-18 03:58:01 status unpacked supervisor:all 4.1.0-1ubuntu1
2024-12-18 03:58:01 startup packages configure
2024-12-18 03:58:01 configure supervisor:all 4.1.0-1ubuntu1 <none>
